email;phone;device_id;ip
hayleyjones@example.org;786.293.0417x9808;b3a0086a-1f23-657e-9653-a928f55b7dbe;128.209.64.198
amandakelly@example.com;001-874-753-5465x23165;00d56695-5267-f9ea-0dce-47ae711ffef3;59.102.55.169
alisonlewis@example.com;(238)652-1363x80511;1bda3c21-7199-f36f-2d47-720fe1cde663;212.197.223.136
ewilson@example.com;(970)510-9036;c5a8b1b1-4bcd-aa0b-8cfb-16a175582be1;39.162.152.13
cgonzales@example.net;838-244-5599x057;364c1fbe-11e5-8295-9ddc-fcb4e45526c4;198.61.23.87
juan49@example.org;6665180535;3a1b8999-7879-f3c7-3950-79c558ae7b91;220.33.251.229
qrobinson@example.org;5423321189;89f0a79f-8a7d-f6e6-c1a9-56bbec3a9942;155.33.176.173
nrose@example.org;001-322-361-8478x48387;266a57fa-c503-cf76-de4d-da4a764418e1;13.164.9.54
jphillips@example.com;9088356471;9441e5d0-f850-af13-fa11-705e788060c1;45.79.12.106
olsonkaylee@example.com;001-444-939-7502x6007;2e775063-ae08-56bc-1411-3af203145423;150.41.52.212
jorgegutierrez@example.net;239-515-9756;82fe288e-ae86-0309-d9dd-a4fa96eeee65;188.243.174.177
zhansen@example.org;001-495-605-0876x2711;5dfb9e3a-8f1b-4d37-a98a-993fcacb86b3;139.196.74.153
brian03@example.org;417-869-4627x29284;ae9d9424-5f41-d466-e7a9-0d04ba3f76f6;136.192.235.44
kwatson@example.org;675.669.1917;64ad2203-ea74-61c7-9e44-fded560a096a;43.167.150.79
stevenhoffman@example.net;(371)362-9237;98e293d5-4e02-33f2-7e50-985c2d2c54bf;107.231.142.66
michael61@example.net;939.622.5850;e9e29bc7-4e89-0f1f-a6e8-b2cc10bad7d2;185.149.218.85
christopherwatts@example.net;(337)791-2362;3f0440bc-bbb3-c3a8-472e-fe696f11bd21;141.142.116.164
valerie95@example.net;987.567.7654;4304983f-404d-ead9-9a41-31299c10def0;209.77.242.186
dianebullock@example.com;(826)387-4904;d6c14662-6b68-e308-e6f9-2d82ca6c019c;196.157.225.160
ballkaren@example.net;+1-295-732-8174;fe860468-0abf-5d12-2f7f-ba81f9fb3afd;30.133.224.27
xnorris@example.com;979.297.4667;e1f41bb9-39ff-d6f4-9f75-5f5b45258a15;154.164.184.18
juanelliott@example.net;2902668852;4c7b56ad-afab-b6db-dd73-6e7418f02e99;160.93.73.80
oliverjames@example.com;628-633-2726x828;41fd4a61-bed4-7c92-7d84-ccd993ff366c;137.251.109.211
fortiz@example.org;923-724-9296x33101;d5e929b6-2423-9c2c-415c-70b35cac02cf;143.75.211.16
johnbutler@example.com;620-573-0214x54767;b0fb96b5-e6ab-09f6-9228-c475de40c9b9;199.182.95.237
cphillips@example.net;440.331.2572x099;3c25719d-0c32-0f6a-be49-5c3202d31e9d;153.53.143.50
ywilliams@example.com;880.593.6811x8150;4908711e-4e91-a41e-d1a8-a6341a51c52a;210.200.201.45
apham@example.net;(856)710-2603x61087;184f2ed0-480c-2f68-dbc4-98ba7292e3dd;170.35.225.252
